# actor_table.tsv -- source of truth for data/procs.bin (regenerate with tools/gen_procs_bin.ps1)
#
# Columns (TAB-separated): id_hex <TAB> proc_name <TAB> friendly_name
#   id_hex      = TPHD runtime fpcNm proc id (from the rpx profile table @ 0x100034a0)
#   proc_name   = engine module name (d_a_*), authoritative
#   friendly_name = human name, auto-seeded from dusklight @brief; EDIT FREELY
# Lines starting with # are ignored. friendly_name may be blank.
0x00A7	d_a_obj_lv9SwShutter	Hyrule Castle Switch Shutter
0x00A8	d_a_obj_tobyhouse	Fyer's House
0x00A9	d_a_obj_poCandle	Poe Torch
0x00AA	d_a_obj_lv4digsand	Arbiter's Grounds Digging Sand
0x00AB	d_a_obj_fallobj	Fall Object?
0x00AC	d_a_obj_smgdoor	Sacred Meadow Grove Door
0x00AD	d_a_obj_swLight	Light Switch
0x00AE	d_a_obj_avalanche	Avalanche
0x00AF	d_a_obj_mirror_screw	Twilight Mirror Screw
0x00B0	d_a_obj_mirror_sand	Twilight Mirror Sand
0x00B1	d_a_obj_mirror_table	Twilight Mirror Table
0x00B2	d_a_obj_mirror_chain	Twilight Mirror Chain
0x00B3	d_a_obj_mirror_6pole	Twilight Mirror Pole
0x00B4	d_a_obj_swspinner	Spinner Switch
0x00B5	d_a_obj_thdoor	Telma's Bar Door
0x00B6	d_a_obj_lv7bridge	City in the Sky Bridge
0x00B7	d_a_obj_zrTurara	Zora Drop
0x00B8	d_a_obj_takaraDai	Flight-by-Fowl Platform
0x00B9	d_a_obj_table	Table
0x00BA	d_a_obj_catdoor	Cat Door
0x00BB	d_a_obj_tgake	Howling Cliff
0x00BC	d_a_cstaF	Dominion Rod Statue
0x00BD	d_a_obj_lv4RailWall	Arbiters Grounds Spinner Rail Wall (Stallord Arena)
0x00BE	d_a_obj_lv4sand	Arbiter's Grounds Sand (Stallord Arena)
0x00BF	d_a_obj_pdoor	Push Door
0x00C0	d_a_door_push	Push Door
0x00C1	d_a_obj_ganonwall2	Ganon Wall 2
0x00C2	d_a_obj_lv4bridge	Arbiter's Grounds Bridge
0x00C3	d_a_obj_lv4floor	Arbiter's Grounds Floor
0x00C4	d_a_tag_spinner	
0x00C5	d_a_obj_swhang	Dangle A
0x00C6	d_a_obj_rstair	Rail Staircase
0x00C7	d_a_obj_magne_arm	Magnetic Arm
0x00C8	d_a_obj_kwheel00	Water Wheel/Gear
0x00C9	d_a_obj_kwheel01	Water Wheel/Gear
0x00CA	d_a_obj_lv5ychndlr	Snowpeak Ruins Chandelier (Swinging Platform)
0x00CB	d_a_obj_lv4prelvtr	Arbiter's Grounds Elevator?
0x00CC	d_a_obj_hasu2	Lily Pad?
0x00CD	d_a_obj_lv5yiblltray	Snowpeak Ruins Cannonball Transporter
0x00CE	d_a_obj_lv6egate	Temple of Time Electric Gate
0x00CF	d_a_obj_pdtile	P - Drop Tile
0x00D0	d_a_obj_pdwall	P - D Wall?
0x00D1	d_a_obj_lv4prwall	Arbiter's Grounds Rail Wall (Not Stallord?)
0x00D2	d_a_obj_klift00	Water Wheel/Gear Lift
0x00D3	d_a_b_oh	Morpheel (head)
0x00D4	d_a_obj_lv4chandelier	Arbiter's Grounds Chandelier
0x00D5	d_a_obj_lv3saka00	Lakebed Temple Spiral 00
0x00D6	d_a_obj_lv3Water	Lakebed Temple Water
0x00D7	d_a_obj_lv3Water2	Lakebed Temple Central Room Water
0x00D8	d_a_obj_lv3WaterB	Lakebed Temple Water (Boss)
0x00D9	d_a_obj_hbombkoya	Destructable Bomb House
0x00DA	d_a_obj_szbridge	Stone Statue Bridge
0x00DB	d_a_obj_warp_kbrg	Kakariko Gorge Warp Bridge
0x00DC	d_a_obj_warp_obrg	Eldin Warp Bridge
0x00DD	d_a_obj_burnbox	Burn Box
0x00DE	d_a_obj_kjgjs	???
0x00DF	d_a_obj_ihasi	Ice Bridge?
0x00E0	d_a_obj_iceblock	Sliding Ice Block
0x00E1	d_a_obj_volcball	Volcano Ball
0x00E2	d_a_obj_volcbom	Volcano Bomb?
0x00E3	d_a_obj_vground	Volcano Ground
0x00E4	d_a_obj_kkanban	Kakariko Sign
0x00E5	d_a_e_ph	Peahat
0x00E6	d_a_npc_zra	Zora (Adult)
0x00E7	d_a_obj_chandelier	Hyrule Castle Chandelier
0x00E8	d_a_obj_stopper2	Door Stop
0x00E9	d_a_door_shutter	Sliding Door
0x00EA	d_a_tag_hinit	
0x00EB	d_a_tag_hjump	
0x00EC	d_a_tag_ajnot	
0x00ED	d_a_tag_hstop	
0x00EE	d_a_canoe	Canoe
0x00EF	d_a_horse	Epona
0x00F0	d_a_e_wb	Bullbo (Wild Boar)
0x00F1	d_a_obj_ito	???
0x00F2	d_a_obj_sw	Switch
0x00F3	d_a_spinner	Spinner
0x00F4	d_a_b_ob	Morpheel (body)
0x00F5	d_a_kago	Player-controlled Kargarok
0x00F6	d_a_e_yc	Twilight Kargorok
0x00F7	d_a_b_ds	Stallord
0x00F8	d_a_b_dr	Argorok
0x00F9	d_a_b_zant_mobile	Zant (Mobile)
0x00FA	d_a_b_zant	Zant
0x00FB	d_a_b_zant_magic	Zant - Magic Attack
0x00FC	d_a_tbox	Treasure Box
0x00FD	d_a_tbox2	Treasure Box 2
0x00FF	d_a_boomerang	Gale Boomerang
0x0100	d_a_midna	Midna
0x0101	d_a_npc_tk	Hawk (Taka)
0x0102	d_a_npc_worm	Worm
0x0103	d_a_ppolamp	P Poe Lamp
0x0104	d_a_obj_bky_rock	Bomb Shack Rock
0x0105	d_a_hitobj	Hit Object?
0x0106	d_a_ep	
0x0107	d_a_cow	Ordon Goat
0x0108	d_a_peru	Louise
0x0109	d_a_ni	Cucco
0x010A	d_a_npc_tkj2	Oocca 2
0x010B	d_a_sq	Squirrel
0x010C	d_a_npc_sq	Squirrel (Talking, Ordon Village)
0x010D	d_a_do	Dog
0x010E	d_a_npc_ne	Cat (Neko)
0x010F	d_a_npc_tr	Trout
0x0110	d_a_npc_lf	Little Fish
0x0111	d_a_obj_food	Dog Bone
0x0112	d_a_obj_ki	Tree
0x0113	d_a_obj_kita	Wind Plank
0x0114	d_a_obj_key	Key
0x0115	d_a_obj_keyhole	Small Key Door Chains?
0x0116	d_a_obj_Lv5Key	Snowpeak Ruins Key Lock
0x0117	d_a_obj_lp	Lily Pad
0x0118	d_a_obj_tatigi	???
0x0119	d_a_obj_rock	Rock
0x011A	d_a_obj_wflag	???
0x011B	d_a_obj_kage	House - Cage
0x011C	d_a_obj_kanban2	Sign 2 (Shredded Sign)
0x011D	d_a_obj_balloon	Balloon
0x011E	d_a_obj_suisya	Water Wheel
0x011F	d_a_obj_oiltubo	Oil Jar
0x0120	d_a_obj_roten	Goron Child Stall
0x0121	d_a_obj_ss_drink	???
0x0122	d_a_obj_ss_item	???
0x0123	d_a_tag_ss_drink	
0x0124	d_a_tag_bottle_item	
0x0125	d_a_tag_lv5soup	
0x0126	d_a_tag_myna_light	
0x0127	d_a_tag_shop_camera	
0x0128	d_a_tag_shop_item	
0x0129	d_a_obj_ndoor	Cat Door?
0x012A	d_a_obj_udoor	Stable Door
0x012B	d_a_obj_usaku	Horse Fence
0x012C	d_a_obj_sm_door	Sacred Meadow Door
0x012D	d_a_obj_bed	Bed
0x012E	d_a_obj_boumato	Stick Target
0x012F	d_a_obj_itamato	Plank Target
0x0130	d_a_obj_nougu	Farm Tools
0x0131	d_a_obj_stick	Stick
0x0132	d_a_obj_mie	Gengle (Cat)
0x0133	d_a_obj_sekidoor	Stone Door
0x0134	d_a_obj_sekizo	Stone Statue
0x0135	d_a_obj_smtile	Sacred Meadow Tile
0x0136	d_a_npc_fish	Fish
0x0137	d_a_mg_fish	Fishing line ("keburu")
0x0138	d_a_mg_fshop	Hena's Shop
0x0139	d_a_npc_du	Duck
0x013A	d_a_disappear	Enemy Death Effect
0x013B	d_a_obj_mato	Flight by Fowl Rupee Target
0x013C	d_a_obj_flag	Flag 1
0x013D	d_a_obj_flag2	Flag 2
0x013E	d_a_obj_flag3	Flag 3
0x013F	d_a_obj_gomikabe	Garbage Wall
0x0140	d_a_obj_yousei	Fairy
0x0141	d_a_obj_kabuto	Insect - Beetle
0x0142	d_a_obj_cho	Insect - Butterfly
0x0143	d_a_obj_kuwagata	Insect - Stag Beetle
0x0144	d_a_obj_nan	Insect - Phasmid
0x0145	d_a_obj_dan	Insect - Pillbug
0x0146	d_a_obj_kamakiri	Insect - Mantis (Kamakiri)
0x0147	d_a_obj_ten	Insect - Ladybug
0x0148	d_a_obj_ari	Insect - Ant
0x0149	d_a_obj_kag	Insect - Dayfly
0x014A	d_a_obj_batta	Insect - Grasshopper (Batta)
0x014B	d_a_obj_tombo	Insect - Dragonfly (Tonbo)
0x014C	d_a_obj_katatsumuri	Insect - Snail (Katatsumuri)
0x014D	d_a_obj_h_saku	H - Fence
0x014E	d_a_obj_yobikusa	Hawk Grass
0x014F	d_a_obj_kazeneko	Weather Vane
0x0150	d_a_obj_kznkarm	???
0x0151	d_a_obj_nameplate	Ordon Village Nameplate
0x0152	d_a_obj_ornament_cloth	Ordon Village Flag
0x0153	d_a_obj_laundry_rope	Laundry Rope
0x0154	d_a_obj_sakuita_rope	Rope Banner Fence
0x0155	d_a_obj_sakuita	Rope Plank
0x0156	d_a_obj_laundry	Laundry
0x0157	d_a_warp_bug	Warp Bug (unused)
0x0158	d_a_izumi_gate	Ordon Spring Gate
0x0159	d_a_obj_fchain	Wolf Chain Shackle
0x015A	d_a_obj_wchain	Wolf Chain
0x015B	d_a_tag_attention	
0x015C	d_a_obj_tornado	Wind Column
0x015D	d_a_obj_tornado2	Strong Wind Column
0x015E	d_a_obj_firepillar	Fire Pillar
0x015F	d_a_obj_firepillar2	Lava Fire Pillar
0x0160	d_a_obj_inobone	Boar Bone
0x0161	d_a_obj_stopper	Stopper
0x0162	d_a_obj_mhole	Magnet Hole
0x0163	d_a_tag_magne	
0x0164	d_a_obj_bosswarp	Boss Warp
0x0165	d_a_obj_wood_pendulum	Wooden Pendulum
0x0166	d_a_obj_wdStick	Wooden Stick
0x0167	d_a_obj_stairBlock	Stair Block
0x0168	d_a_obj_geyser	Geyser
0x0169	d_a_obj_ktOnFire	Lantern Fire
0x016A	d_a_obj_fireWood	Kakariko Stove Flame?
0x016B	d_a_obj_fireWood2	Firewood 2 (Flame)
0x016C	d_a_obj_gpTaru	Gunpowder Barrel
0x016D	d_a_obj_onsenTaru	Hotspring Water Barrel
0x016E	d_a_obj_kiPot	Coro Pot
0x016F	d_a_tboxSw	Treasure Box Switch
0x0170	d_a_obj_swchain	Chain Switch
0x0171	d_a_obj_wsword	Wooden Sword
0x0172	d_a_obj_stoneMark	Stone Mark
0x0173	d_a_obj_lv3Candle	Lakebed Temple Torch
0x0174	d_a_obj_lv4CandleTag	Arbiter's Grounds Torch Tag
0x0175	d_a_obj_lv4CandleDemoTag	Arbiter's Grounds Torch Cutscene Tag
0x0176	d_a_obj_damCps	Damage Cylinder
0x0177	d_a_obj_smoke	Elde Inn Stove Smoke
0x0178	d_a_obj_waterfall	Waterfall Collision
0x0179	d_a_obj_zcloth	Zora Armor?
0x017A	d_a_obj_poFire	Poe Fire
0x017B	d_a_tag_poFire	
0x017C	d_a_obj_glowSphere	STAR Game Glow Sphere
0x017D	d_a_tag_lightball	
0x017E	d_a_swLBall	Switch L Ball
0x017F	d_a_swBall	Switch Ball
0x0180	d_a_obj_lv3waterEff	Room 09 Water
0x0181	d_a_tag_river_back	
0x0182	d_a_tag_kago_fall	
0x0183	d_a_tag_lv2prchk	
0x0184	d_a_obj_lv4gear	Arbiter's Grounds Spinner Gear
0x0185	d_a_obj_master_sword	Master Sword
0x0186	d_a_obj_wood_statue	Wooden Statue
0x0187	d_a_obj_fan	(City in the Sky?) Fan)
0x0188	d_a_obj_iceleaf	Ice Leaf
0x0189	d_a_obj_zrTuraraRock	Zora Drop Rock
0x018A	d_a_tag_ret_room	
0x018B	d_a_obj_wind_stone	Howling Stone (Hole)
0x018C	d_a_tag_wara_howl	
0x018D	d_a_obj_scannon	Sky Cannon (City in the Sky)
0x018E	d_a_obj_smw_stone	Howling Stone
0x018F	d_a_obj_scannon_crs	Sky Cannon (Broken)
0x0190	d_a_obj_snowEffTag	Snow Effect Tag
0x0191	d_a_tag_CstaSw	
0x0192	d_a_tag_lv6CstaSw	
0x0193	d_a_obj_bubblePilar	Bubble Pillar
0x0194	d_a_obj_poTbox	Poe Treasure Chest
0x0195	d_a_obj_timeFire	Time Fire
0x0196	d_a_obj_tmoon	Howling Moon
0x0197	d_a_obj_ganonwall	Gannon Wall
0x0198	d_a_obj_prop	City in the Sky Propeller?
0x0199	d_a_cstatue	Dominion Rod Statue
0x019A	d_a_obj_swBallA	Ball Switch A
0x019B	d_a_obj_swBallB	Ball Switch B
0x019C	d_a_obj_snow_soup	Snowpeak Ruins Soup Pot?
0x019D	d_a_obj_nagaisu	Couch
0x019E	d_a_obj_rcircle	River Circle
0x019F	d_a_obj_picture	Hyrule Castle Painting
0x01A0	d_a_tag_setBall	
0x01A1	d_a_tag_smk_emt	
0x01A2	d_a_swTime	Switch Time
0x01A3	d_a_obj_hakai_ftr	Destruction Furniture
0x01A4	d_a_obj_hakai_brl	Destructable Barrel
0x01A5	d_a_obj_crystal	Crystal Switch
0x01A6	d_a_obj_scannon_ten	Sky Cannon (Lake Hylia, Fixed)
0x01A7	d_a_obj_swBallC	Ball Switch C
0x01A8	d_a_scene_exit2	Scene Exit 2
0x01A9	d_a_obj_hata	Flag ???
0x01AA	d_a_obj_toaru_maki	Ordon Bundle
0x01AB	d_a_tag_attack_item	
0x01AC	d_a_tag_rmbit_sw	
0x01AD	d_a_obj_sword	Ordon Sword
0x01AE	d_a_tag_spring	
0x01AF	d_a_tag_statue_evt	
0x01B0	d_a_e_ai	Armos
0x01B1	d_a_e_gs	Ghost Soldier
0x01B2	d_a_e_gob	Dangoro (Goron Boss)
0x01B3	d_a_e_dd	Dodongo
0x01B4	d_a_e_dn	Lizalfos
0x01B5	d_a_e_s1	Shadow Beast
0x01B6	d_a_e_mf	Dynalfos
0x01B7	d_a_e_sg	Skullfish
0x01B8	d_a_e_bs	Stalkin (Baby Stal)
0x01B9	d_a_e_sf	Stalfos
0x01BA	d_a_e_sh	Stalhound
0x01BB	d_a_e_df	Deku Flower
0x01BC	d_a_e_gm	Baby Gohma / Gohma Eye
0x01BD	d_a_e_md	Suit of Armor
0x01BE	d_a_e_sm	Chu Worm
0x01BF	d_a_e_sm2	Chuchu 2
0x01C0	d_a_e_st	Skulltula
0x01C1	d_a_e_st_line	Skulltula Web Line
0x01C2	d_a_e_sb	Shell Blade
0x01C3	d_a_e_th	Darkhammer (Tekkyuuhei)
0x01C4	d_a_e_cr	Bombskit (Crazy Runner)
0x01C5	d_a_e_cr_egg	Bombskit Egg
0x01C6	d_a_e_db	Deku Baba
0x01C7	d_a_e_db_leaf	Deku Baba - Leaf
0x01C8	d_a_e_ga	Decorative Moth
0x01C9	d_a_e_gb	Giant Baba
0x01CA	d_a_e_hb	Hebi Baba
0x01CB	d_a_e_hb_leaf	Hebi Baba - Leaf
0x01CC	d_a_e_hzelda	Puppet Zelda
0x01CD	d_a_e_yd	Twilight Deku Baba
0x01CE	d_a_e_yh	Twilight Hebi Baba
0x01CF	d_a_e_yd_leaf	Twilight Deku Baba - Leaf
0x01D0	d_a_e_hm	Torch Slug
0x01D1	d_a_e_tk	Water Toadpoli
0x01D2	d_a_e_tk2	Fire Toadpoli
0x01D3	d_a_e_tk_ball	Fire/Water Toadpoli Ball
0x01D4	d_a_e_rb	Leever (Riiba)
0x01D5	d_a_e_rd	Rider (Bulblin / King Bulblin on Boar)
0x01D6	d_a_e_rdb	King Bulblin
0x01D7	d_a_e_rdy	Shadow Bulblin
0x01D8	d_a_e_fm	Fyrus (Fire Man)
0x01D9	d_a_e_fs	Wooden Puppet
0x01DA	d_a_e_pm	Skullkid
0x01DB	d_a_e_po	Poe
0x01DC	d_a_e_mb	Ook - Diababa Fight (Monkey Boomerang)
0x01DD	d_a_e_mk	Ook
0x01DE	d_a_e_mm	Helmasaur
0x01DF	d_a_e_fz	Freezard header file.
0x01E0	d_a_e_zs	Staltroop
0x01E1	d_a_e_kk	Chilfos (Koori no Kenshi)
0x01E2	d_a_e_hp	Huge Poe?
0x01E3	d_a_e_zh	Ball Master
0x01E4	d_a_e_zm	Zant Mask
0x01E5	d_a_e_pz	Phantom Zant
0x01E6	d_a_e_fb	Freezard
0x01E7	d_a_e_fk	Phantom Rider
0x01E8	d_a_e_ms	Rat
0x01E9	d_a_e_nest	Beehive
0x01EA	d_a_e_nz	Ghoul Rat
0x01EB	d_a_e_ba	Keese
0x01EC	d_a_e_bu	Bubble
0x01ED	d_a_e_bug	Poison Mite
0x01EE	d_a_e_bee	Bee
0x01EF	d_a_e_is	Armos Titan (Idelia Statue)
0x01F0	d_a_e_kg	Young Gohma
0x01F1	d_a_e_kr	Kargorok
0x01F2	d_a_e_sw	Moldorm
0x01F3	d_a_e_ge	Guay
0x01F4	d_a_tag_watchge	
0x01F5	d_a_e_ym	Twilight Insect
0x01F6	d_a_e_ym_tag	Twilight Insect Tag
0x01F7	d_a_e_ymb	Twilight Insect Boss
0x01F8	d_a_tag_firewall	
0x01F9	d_a_tag_waterfall	Waterfall Without Collision Tag
0x01FA	d_a_e_yk	Shadow Keese current action. 
0x01FB	d_a_e_yr	Twilight Kargorok Rider?
0x01FC	d_a_e_yg	Twilight Vermin
0x01FD	d_a_e_hz	Tile Worm
0x01FE	d_a_e_ws	Wall Skulltula
0x01FF	d_a_e_oc	Bokoblin
0x0200	d_a_e_ot	Toado
0x0201	d_a_e_dt	Deku Toad
0x0202	d_a_e_bg	Bomb Fish
0x0203	d_a_e_oct_bg	Morpheel Bomb Fish
0x0204	d_a_L7demo_dr	
0x0205	d_a_L7low_dr	
0x0206	d_a_L7op_demo_dr	
0x0207	d_a_e_tt	Tektite
0x0208	d_a_e_dk	Bari
0x0209	d_a_e_vt	Death Sword
0x020A	d_a_e_ww	White Wolfos
0x020B	d_a_e_gi	Gibdo
0x020C	d_a_b_bh	Diababa - Baba Hand
0x020D	d_a_b_bq	Diababa
0x020E	d_a_b_gm	Armogohma
0x020F	d_a_b_gnd	Ganondorf
0x0210	d_a_b_go	Goron Golem
0x0211	d_a_b_oh2	Morpheel (tentacle)
0x0212	d_a_b_yo	Blizzeta
0x0213	d_a_b_yo_ice	Blizzeta Second Phase Ice Block
0x0214	d_a_b_tn	Darknut
0x0215	d_a_b_gg	Aeralfos (Gargoyle)
0x0216	d_a_b_dre	Argorok (child actor?)
0x0217	d_a_b_mgn	Beast Ganon
0x0218	d_a_e_warpappear	Shadow Beast Warp Appear
0x021A	d_a_obj_smallkey	Small Key
0x021B	d_a_obj_kantera	Lantern
0x021C	d_a_obj_life_container	Heart Piece
0x021D	d_a_obj_shield	Ordon Shield
0x021E	d_a_demo_item	Cutscene Item
0x021F	d_a_shop_item	
0x0220	d_a_obj_drop	Tear of Light
0x0221	d_a_obj_rw	Wild Boar Roast
0x0222	d_a_nbomb	Bomb
0x0223	d_a_tag_csw	
0x0224	d_a_tag_qs	
0x0225	d_a_hozelda	Zelda (Horseback)
0x0226	d_a_swc00	Switch Area C
0x0227	d_a_door_knob00	Knob Door
0x0228	d_a_door_dbdoor00	Double Door
0x0229	d_a_door_boss	Boss Door (Unused?)
0x022A	d_a_door_bossL1	Boss Door
0x022B	d_a_door_mbossL1	Mini Boss Door
